                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    190,                 1.0191,                0.57131,                 1.2707,                0.96655,                 0.9834,                0.98993,                0.73946,                0.93313,                0.51095,                  1.295,              0.0015322,              0.0015322,              0.0015322
                    191,                 1.0633,                0.60423,                 1.3106,                0.95196,                0.99215,                0.98822,                0.73168,                0.96076,                0.52743,                 1.3033,              0.0015298,              0.0015298,              0.0015298
                    192,                 1.0424,                0.61909,                 1.3554,                0.96997,                0.98429,                0.98843,                0.74172,                0.89617,                0.48702,                 1.2587,              0.0015273,              0.0015273,              0.0015273
                    193,                 1.0297,                0.56409,                 1.2749,                0.95668,                0.99215,                0.98735,                0.76236,                0.85692,                0.47211,                  1.238,              0.0015248,              0.0015248,              0.0015248
                    194,                 1.0531,                0.57264,                 1.3382,                 0.9613,                0.97527,                0.98507,                0.75172,                0.91408,                0.48496,                 1.2652,              0.0015223,              0.0015223,              0.0015223
                    195,                 1.0385,                0.56316,                 1.3206,                0.97414,                0.98611,                0.98642,                 0.7668,                0.88084,                0.46744,                 1.2424,              0.0015199,              0.0015199,              0.0015199
                    196,                 1.0131,                0.55321,                 1.2476,                 0.9596,                0.99497,                  0.989,                 0.7649,                0.89269,                0.48657,                 1.2578,              0.0015174,              0.0015174,              0.0015174
                    197,                 1.0338,                0.56794,                 1.3473,                0.95945,                0.99107,                0.98916,                0.76134,                0.86382,                0.48168,                 1.2374,              0.0015149,              0.0015149,              0.0015149
                    198,                 1.0589,                0.56338,                   1.29,                0.96392,                0.98953,                0.98897,                0.75711,                0.89527,                0.46955,                 1.2748,              0.0015124,              0.0015124,              0.0015124
                    199,                 1.0326,                0.56247,                 1.3067,                0.96691,                0.99454,                0.98913,                  0.766,                0.85925,                 0.4764,                  1.234,              0.0015099,              0.0015099,              0.0015099
                    200,                0.97668,                0.55699,                  1.283,                 0.9714,                0.99215,                0.99396,                 0.7693,                0.86548,                0.47251,                 1.2674,              0.0015075,              0.0015075,              0.0015075
                    201,                 1.0036,                0.54584,                 1.2657,                0.97174,                0.99015,                0.99383,                0.78773,                0.83688,                0.46244,                 1.2251,               0.001505,               0.001505,               0.001505
                    202,                0.97858,                0.54259,                 1.2652,                0.96659,                0.98459,                0.99064,                 0.7549,                0.89702,                0.47972,                 1.2707,              0.0015025,              0.0015025,              0.0015025
                    203,                 1.0319,                0.57718,                 1.2771,                0.96697,                0.99644,                  0.991,                0.76647,                0.86796,                0.47041,                 1.2331,              0.0015001,              0.0015001,              0.0015001
                    204,                 1.0279,                0.58714,                 1.2795,                0.97881,                0.99476,                0.99227,                0.75597,                0.91215,                0.46801,                 1.2506,              0.0014976,              0.0014976,              0.0014976
                    205,                  1.031,                0.55641,                 1.2612,                0.96178,                0.98429,                0.98642,                0.75457,                0.84593,                0.51084,                 1.2347,              0.0014951,              0.0014951,              0.0014951
                    206,                 0.9823,                0.54776,                 1.2864,                0.95462,                0.99129,                0.97802,                0.73275,                0.91368,                0.51824,                 1.2638,              0.0014926,              0.0014926,              0.0014926
                    207,                0.97901,                0.55138,                 1.2897,                0.94757,                0.99476,                0.97434,                0.74956,                0.82988,                0.48786,                 1.2301,              0.0014901,              0.0014901,              0.0014901
                    208,                 0.9607,                  0.525,                 1.2576,                0.96398,                0.99738,                0.98915,                0.75498,                0.88025,                 0.4608,                 1.2426,              0.0014877,              0.0014877,              0.0014877
                    209,                0.92453,                0.52782,                 1.2635,                0.97692,                0.99738,                0.99053,                0.76702,                 0.8433,                0.45099,                 1.2401,              0.0014852,              0.0014852,              0.0014852
                    210,                 1.0029,                0.57991,                  1.311,                0.97941,                0.99601,                0.99125,                0.76247,                0.86164,                0.44819,                 1.2332,              0.0014827,              0.0014827,              0.0014827
                    211,                0.97131,                 0.5545,                 1.2426,                 0.9742,                      1,                0.99214,                0.77046,                0.85888,                0.44652,                 1.2355,              0.0014803,              0.0014803,              0.0014803
                    212,                 1.0381,                0.56358,                 1.2767,                0.96334,                0.99476,                0.99007,                0.73045,                0.95494,                0.48074,                  1.292,              0.0014778,              0.0014778,              0.0014778
                    213,                0.99955,                0.53612,                 1.2902,                0.95472,                0.97382,                0.98341,                0.74744,                 0.8907,                 0.4907,                 1.2558,              0.0014753,              0.0014753,              0.0014753
                    214,                 1.0401,                0.56589,                 1.3054,                0.96284,                0.99215,                0.98724,                0.74024,                0.91825,                0.48479,                 1.2649,              0.0014728,              0.0014728,              0.0014728
                    215,                 1.0545,                0.57946,                 1.2711,                0.96201,                0.99438,                0.98934,                0.74533,                0.91561,                0.47414,                 1.2829,              0.0014703,              0.0014703,              0.0014703
                    216,                 1.0183,                0.56359,                 1.2436,                0.96954,                0.99993,                0.99252,                0.78217,                0.81603,                0.44972,                 1.2136,              0.0014679,              0.0014679,              0.0014679
                    217,                0.99371,                 0.5618,                 1.2772,                0.94788,                0.99476,                0.99044,                0.77795,                0.80466,                0.44921,                 1.2073,              0.0014654,              0.0014654,              0.0014654
                    218,                 1.0134,                0.53821,                 1.2635,                0.95168,                0.99215,                0.99141,                0.77355,                0.83589,                0.45685,                  1.206,              0.0014629,              0.0014629,              0.0014629
                    219,                0.99052,                0.54095,                 1.2646,                0.96182,                0.99738,                0.99174,                0.75666,                0.86413,                0.46773,                 1.2537,              0.0014605,              0.0014605,              0.0014605
                    220,                0.96849,                0.56726,                 1.2736,                0.97946,                0.99875,                0.99229,                0.79281,                0.80236,                0.45339,                 1.1839,               0.001458,               0.001458,               0.001458
                    221,                0.95188,                0.52386,                 1.2311,                0.98441,                0.99194,                0.99302,                0.77816,                0.83364,                0.45294,                  1.225,              0.0014555,              0.0014555,              0.0014555
                    222,                0.95437,                 0.5304,                 1.2256,                0.98042,                0.99215,                0.99297,                0.78329,                0.82149,                0.43923,                 1.1984,               0.001453,               0.001453,               0.001453
                    223,                0.95823,                0.52972,                 1.2979,                0.97272,                0.99476,                0.98949,                0.77145,                0.85266,                0.45806,                 1.2193,              0.0014505,              0.0014505,              0.0014505
                    224,                 1.0373,                0.53371,                 1.2581,                0.97177,                0.99108,                0.98508,                 0.7616,                0.82704,                0.44875,                 1.2121,              0.0014481,              0.0014481,              0.0014481
                    225,                 1.0102,                0.56847,                 1.2585,                0.96396,                0.99215,                0.99215,                0.78085,                0.84181,                0.45766,                 1.2202,              0.0014456,              0.0014456,              0.0014456
                    226,                0.98714,                0.55023,                  1.246,                0.94724,                0.99476,                0.99024,                0.77343,                0.83277,                0.45088,                 1.2277,              0.0014431,              0.0014431,              0.0014431
                    227,                0.96882,                0.53374,                 1.2362,                0.95959,                0.99449,                0.99099,                0.79566,                0.77569,                0.43506,                  1.174,              0.0014406,              0.0014406,              0.0014406
                    228,                0.93167,                0.52641,                 1.2254,                 0.9817,                0.99476,                0.99227,                0.79237,                0.81192,                0.44842,                 1.2055,              0.0014382,              0.0014382,              0.0014382
                    229,                0.97603,                0.53011,                 1.2474,                0.97678,                0.99122,                0.99208,                0.76186,                0.86324,                0.45714,                 1.2167,              0.0014357,              0.0014357,              0.0014357
                    230,                 1.0138,                0.53695,                 1.2389,                0.97142,                0.99476,                0.98954,                0.76966,                0.85438,                0.44422,                 1.2168,              0.0014332,              0.0014332,              0.0014332
                    231,                0.94106,                0.53877,                 1.2248,                0.96919,                0.98168,                0.98833,                0.78014,                0.80968,                0.45314,                 1.1978,              0.0014307,              0.0014307,              0.0014307
                    232,                0.98334,                 0.5356,                 1.2313,                0.97765,                0.99476,                0.99187,                  0.772,                0.85403,                0.45306,                 1.2005,              0.0014283,              0.0014283,              0.0014283
                    233,                0.95619,                0.54216,                 1.2264,                0.97877,                0.99476,                0.99362,                0.78714,                0.80645,                0.43789,                  1.207,              0.0014258,              0.0014258,              0.0014258
                    234,                0.90456,                0.51601,                 1.2061,                0.96445,                0.99415,                0.99323,                0.79259,                0.79339,                 0.4474,                 1.1889,              0.0014233,              0.0014233,              0.0014233
                    235,                0.94051,                0.52893,                 1.1946,                0.96339,                0.99738,                0.99273,                0.78143,                0.81816,                0.43292,                 1.2129,              0.0014208,              0.0014208,              0.0014208
                    236,                0.95735,                0.52825,                 1.2639,                 0.9819,                0.99408,                0.99226,                0.79136,                0.76424,                0.44058,                 1.1722,              0.0014184,              0.0014184,              0.0014184
                    237,                0.94156,                0.51914,                 1.2624,                0.97942,                0.99658,                0.99089,                0.76796,                0.85479,                 0.4506,                 1.2383,              0.0014159,              0.0014159,              0.0014159
                    238,                0.95521,                0.50567,                 1.1956,                0.97403,                      1,                0.99002,                0.77712,                  0.832,                0.44749,                 1.2034,              0.0014134,              0.0014134,              0.0014134
                    239,                0.98275,                  0.537,                 1.2119,                0.97565,                0.99476,                0.99068,                0.77936,                0.83293,                0.44581,                  1.203,               0.001411,               0.001411,               0.001411
                    240,                 0.9404,                0.52564,                 1.2606,                0.96678,                0.98953,                0.99066,                0.79099,                0.78869,                0.44291,                 1.1871,              0.0014085,              0.0014085,              0.0014085
                    241,                 0.9484,                0.51916,                 1.2277,                0.96663,                0.98586,                0.99053,                 0.7677,                0.84257,                0.45093,                 1.1974,               0.001406,               0.001406,               0.001406
                    242,                0.93364,                0.53856,                 1.2111,                0.97389,                0.98691,                0.99043,                0.78986,                0.79118,                0.44133,                  1.178,              0.0014035,              0.0014035,              0.0014035
                    243,                0.96298,                 0.5283,                 1.2166,                0.97258,                0.98953,                0.99217,                0.79453,                0.76469,                0.44242,                 1.1586,              0.0014011,              0.0014011,              0.0014011
                    244,                0.89909,                0.50867,                 1.2011,                0.96934,                0.99316,                0.99089,                0.78137,                0.81114,                 0.4453,                  1.189,              0.0013986,              0.0013986,              0.0013986
                    245,                0.91396,                0.52629,                 1.2149,                0.97184,                0.99396,                0.98759,                0.78264,                0.80379,                0.43025,                  1.202,              0.0013961,              0.0013961,              0.0013961
                    246,                0.92751,                0.52833,                 1.2162,                0.97686,                0.99473,                0.99017,                0.80275,                0.74211,                 0.4163,                 1.1576,              0.0013936,              0.0013936,              0.0013936
                    247,                0.98191,                0.55576,                 1.2886,                0.98702,                0.99541,                 0.9921,                0.77409,                0.85264,                0.43904,                 1.2274,              0.0013912,              0.0013912,              0.0013912
                    248,                0.97467,                0.52616,                 1.2638,                0.97884,                0.99476,                0.99383,                0.79147,                0.81516,                0.42922,                 1.1894,              0.0013887,              0.0013887,              0.0013887
                    249,                0.92231,                0.50054,                 1.2277,                0.96939,                  0.995,                0.99159,                0.79435,                0.76099,                0.42618,                 1.1686,              0.0013862,              0.0013862,              0.0013862
                    250,                0.88604,                0.48288,                 1.1915,                0.97092,                0.99738,                 0.9886,                0.78223,                0.78656,                0.42339,                 1.1894,              0.0013837,              0.0013837,              0.0013837
                    251,                0.97846,                0.51346,                 1.2104,                0.96952,                 0.9991,                0.99013,                0.77439,                0.83057,                0.44758,                 1.2052,              0.0013813,              0.0013813,              0.0013813
                    252,                 1.0025,                0.56135,                 1.2549,                0.97682,                0.99305,                0.99186,                 0.7732,                0.82292,                0.47785,                 1.2262,              0.0013788,              0.0013788,              0.0013788
                    253,                0.91689,                0.54775,                 1.2239,                0.97878,                0.99476,                0.99118,                0.79166,                0.75962,                0.44936,                 1.1655,              0.0013763,              0.0013763,              0.0013763
                    254,                0.88016,                 0.5144,                 1.1987,                0.97104,                0.99738,                0.99205,                0.79656,                0.75085,                0.40671,                 1.1746,              0.0013738,              0.0013738,              0.0013738
                    255,                0.88815,                 0.4957,                 1.2254,                0.97158,                0.98953,                0.99152,                0.80736,                0.74581,                0.40558,                 1.1724,              0.0013714,              0.0013714,              0.0013714
                    256,                 0.9014,                0.50368,                  1.236,                0.98429,                0.98382,                0.99159,                   0.79,                0.77374,                0.43587,                 1.1873,              0.0013689,              0.0013689,              0.0013689
                    257,                0.94455,                0.51314,                 1.2202,                0.97899,                0.98691,                0.99194,                0.80182,                0.75448,                0.42428,                 1.1691,              0.0013664,              0.0013664,              0.0013664
                    258,                0.89648,                0.50127,                 1.1775,                  0.975,                0.99476,                0.99142,                0.77603,                0.81994,                0.45293,                 1.1879,              0.0013639,              0.0013639,              0.0013639
                    259,                0.95353,                0.53194,                 1.2039,                 0.9669,                0.99411,                0.98766,                0.77212,                0.81484,                 0.4499,                 1.2091,              0.0013615,              0.0013615,              0.0013615
                    260,                0.92155,                0.53434,                 1.1801,                0.95989,                0.99215,                0.98761,                0.78869,                0.77189,                0.44795,                 1.1574,               0.001359,               0.001359,               0.001359
                    261,                0.92386,                0.53432,                 1.2169,                0.94986,                0.99175,                0.98681,                0.78913,                 0.7689,                0.44895,                 1.1641,              0.0013565,              0.0013565,              0.0013565
                    262,                0.93601,                0.51241,                 1.2356,                0.96107,                      1,                0.99146,                0.80178,                0.74934,                0.42407,                 1.1718,               0.001354,               0.001354,               0.001354
                    263,                0.87703,                0.49497,                 1.2407,                0.97674,                0.98918,                 0.9929,                 0.8157,                 0.7397,                0.40668,                 1.1475,              0.0013515,              0.0013515,              0.0013515
                    264,                0.89072,                0.49268,                 1.2332,                 0.9854,                0.98429,                 0.9936,                0.80389,                0.75837,                0.41357,                  1.163,              0.0013491,              0.0013491,              0.0013491
                    265,                0.93172,                0.53347,                 1.1958,                0.98865,                0.98168,                0.99264,                0.80362,                0.74101,                0.41986,                 1.1626,              0.0013466,              0.0013466,              0.0013466
                    266,                0.89271,                0.50319,                 1.2054,                0.97678,                0.99093,                0.99331,                0.80501,                0.75625,                0.41837,                 1.1652,              0.0013441,              0.0013441,              0.0013441
                    267,                 0.9327,                0.53117,                  1.254,                0.98178,                0.98727,                0.99389,                0.80245,                0.72725,                0.41413,                 1.1391,              0.0013417,              0.0013417,              0.0013417
                    268,                 0.9208,                0.51132,                 1.2202,                0.98433,                0.99738,                0.99413,                0.79286,                 0.7446,                0.41377,                 1.1515,              0.0013392,              0.0013392,              0.0013392
                    269,                0.92978,                0.52333,                 1.1922,                0.96927,                0.99476,                0.99244,                0.78132,                0.80344,                0.45961,                 1.1758,              0.0013367,              0.0013367,              0.0013367
                    270,                0.91903,                0.51556,                 1.2121,                0.96863,                      1,                0.99143,                0.77923,                0.84243,                0.45258,                 1.1774,              0.0013342,              0.0013342,              0.0013342
                    271,                0.93012,                0.53653,                 1.2246,                0.97199,                0.99943,                0.99194,                0.78347,                0.82203,                0.44513,                 1.1978,              0.0013318,              0.0013318,              0.0013318
                    272,                0.94602,                 0.5206,                 1.2296,                0.98447,                0.99563,                0.99018,                0.79629,                0.74954,                0.41195,                   1.16,              0.0013293,              0.0013293,              0.0013293
                    273,                0.89973,                0.49575,                 1.2011,                0.97444,                0.99784,                0.98922,                0.78972,                0.73752,                0.41298,                 1.1688,              0.0013268,              0.0013268,              0.0013268
                    274,                0.86674,                0.48447,                 1.1788,                 0.9719,                0.99611,                0.98683,                0.80497,                 0.7452,                0.41035,                 1.1531,              0.0013243,              0.0013243,              0.0013243
                    275,                0.86912,                0.48022,                 1.1529,                0.98159,                      1,                0.98525,                 0.8021,                 0.7279,                0.41242,                 1.1547,              0.0013219,              0.0013219,              0.0013219
                    276,                0.87832,                0.50251,                 1.1521,                0.98059,                      1,                0.98818,                0.80171,                0.70337,                0.40091,                 1.1448,              0.0013194,              0.0013194,              0.0013194
                    277,                0.85899,                0.48731,                 1.1883,                0.98883,                      1,                 0.9911,                 0.7967,                0.77249,                0.40364,                 1.1449,              0.0013169,              0.0013169,              0.0013169
                    278,                0.87588,                0.50661,                 1.1796,                0.98452,                      1,                0.99275,                0.80355,                0.75565,                0.40343,                 1.1523,              0.0013144,              0.0013144,              0.0013144
                    279,                0.90973,                 0.5292,                 1.2055,                0.98128,                      1,                0.99048,                0.79838,                0.76963,                 0.4043,                 1.1454,               0.001312,               0.001312,               0.001312
                    280,                0.84542,                 0.4937,                 1.1531,                0.96704,                      1,                0.98533,                0.80831,                0.69042,                0.41051,                 1.1207,              0.0013095,              0.0013095,              0.0013095
                    281,                0.86268,                0.47679,                 1.1664,                0.95411,                0.97963,                0.98862,                0.78906,                0.76419,                0.59842,                  1.153,               0.001307,               0.001307,               0.001307
                    282,                0.95763,                0.53975,                  1.204,                0.92434,                0.97906,                0.98657,                0.78595,                0.78375,                0.50807,                 1.1631,              0.0013045,              0.0013045,              0.0013045
                    283,                0.86435,                 0.5013,                 1.2012,                0.96216,                0.99476,                0.99033,                0.80428,                0.73065,                0.40948,                 1.1363,               0.001302,               0.001302,               0.001302
                    284,                0.89887,                0.48705,                 1.1954,                0.98043,                0.99215,                0.99224,                0.80665,                0.73373,                 0.4103,                 1.1438,              0.0012996,              0.0012996,              0.0012996
                    285,                0.86997,                 0.4803,                 1.1675,                0.98954,                0.99021,                0.99466,                0.80446,                0.74136,                0.40744,                 1.1595,              0.0012971,              0.0012971,              0.0012971
                    286,                0.90975,                0.50796,                 1.1962,                0.98127,                      1,                 0.9943,                0.79843,                0.76822,                0.39953,                 1.1462,              0.0012946,              0.0012946,              0.0012946
                    287,                0.89523,                0.48485,                 1.1807,                0.97754,                0.99738,                0.99203,                0.80441,                0.72469,                 0.4026,                 1.1355,              0.0012922,              0.0012922,              0.0012922
                    288,                0.82598,                 0.4706,                 1.1446,                0.98002,                0.99215,                0.99365,                0.78808,                0.78676,                0.44108,                 1.1465,              0.0012897,              0.0012897,              0.0012897
                    289,                0.88014,                0.49398,                 1.1987,                0.97598,                      1,                0.99389,                0.81708,                0.69706,                0.39792,                 1.1129,              0.0012872,              0.0012872,              0.0012872
                    290,                0.91356,                0.50982,                 1.2003,                0.97936,                      1,                0.99436,                0.79404,                0.79055,                0.41235,                 1.1616,              0.0012847,              0.0012847,              0.0012847
                    291,                0.91405,                0.53952,                  1.239,                0.97194,                 0.9975,                0.99232,                0.81169,                0.71472,                0.42379,                 1.1208,              0.0012822,              0.0012822,              0.0012822
                    292,                0.87906,                 0.5115,                 1.2171,                0.97414,                      1,                0.99044,                0.80141,                0.73958,                0.41983,                 1.1418,              0.0012798,              0.0012798,              0.0012798
                    293,                0.89998,                0.49744,                 1.1737,                0.97946,                0.99876,                0.99165,                0.81133,                0.69643,                0.40273,                 1.1249,              0.0012773,              0.0012773,              0.0012773
                    294,                0.85045,                0.47358,                 1.2095,                0.97696,                0.99911,                0.99352,                 0.8127,                0.70633,                0.39501,                 1.1276,              0.0012748,              0.0012748,              0.0012748
                    295,                0.85874,                0.47927,                 1.1541,                0.97254,                0.99476,                0.99355,                 0.8161,                0.70253,                0.39884,                 1.1257,              0.0012724,              0.0012724,              0.0012724
                    296,                0.81697,                0.45475,                 1.1459,                0.97487,                0.99476,                0.99314,                0.82315,                0.68146,                0.39049,                  1.117,              0.0012699,              0.0012699,              0.0012699
                    297,                0.84395,                0.46577,                 1.1788,                0.97097,                      1,                0.99289,                  0.824,                0.70733,                0.40013,                 1.1214,              0.0012674,              0.0012674,              0.0012674
                    298,                0.84509,                0.45232,                 1.1713,                0.97304,                      1,                0.99393,                0.82565,                0.68213,                0.38443,                 1.1066,              0.0012649,              0.0012649,              0.0012649
                    299,                0.90121,                0.51163,                 1.1675,                0.97971,                      1,                0.99447,                0.82368,                0.67675,                0.38484,                 1.1104,              0.0012624,              0.0012624,              0.0012624
                    300,                0.86563,                0.49754,                 1.2211,                0.98247,                0.99476,                0.99338,                0.80641,                0.71239,                0.41229,                 1.1227,                0.00126,                0.00126,                0.00126
                    301,                0.92362,                0.50095,                 1.2013,                0.98727,                      1,                 0.9935,                0.80827,                0.74895,                0.40719,                 1.1603,              0.0012575,              0.0012575,              0.0012575
                    302,                0.90527,                0.49965,                 1.2151,                0.99221,                0.99971,                0.99406,                0.79697,                 0.7548,                0.40117,                 1.1416,               0.001255,               0.001255,               0.001255
                    303,                0.87273,                0.48713,                 1.1811,                0.98588,                      1,                0.99216,                0.80925,                0.74343,                0.40916,                 1.1278,              0.0012526,              0.0012526,              0.0012526
                    304,                 0.8698,                0.45532,                 1.1713,                0.97425,                0.99038,                0.99207,                0.81615,                0.71763,                0.40706,                  1.124,              0.0012501,              0.0012501,              0.0012501
                    305,                0.84014,                0.46402,                 1.1514,                0.97853,                      1,                0.99203,                0.81349,                0.68745,                0.38836,                 1.1026,              0.0012476,              0.0012476,              0.0012476
                    306,                0.81429,                0.45356,                  1.161,                0.98411,                      1,                0.99228,                0.81468,                0.68554,                0.37984,                 1.1024,              0.0012451,              0.0012451,              0.0012451
                    307,                0.84469,                0.47879,                 1.1509,                0.98446,                0.99478,                0.99255,                0.81557,                0.69379,                0.39115,                 1.1071,              0.0012426,              0.0012426,              0.0012426
                    308,                0.83841,                0.47488,                 1.1566,                0.98578,                0.99738,                0.99297,                0.81524,                0.70028,                0.40372,                 1.1116,              0.0012402,              0.0012402,              0.0012402
                    309,                0.81635,                0.45632,                  1.138,                0.98449,                 0.9972,                0.99241,                0.81632,                0.71129,                0.39367,                 1.1142,              0.0012377,              0.0012377,              0.0012377
                    310,                0.84808,                0.47217,                  1.152,                0.97501,                0.99476,                0.99154,                0.82847,                0.67757,                 0.3959,                 1.0941,              0.0012352,              0.0012352,              0.0012352
                    311,                0.85156,                0.49231,                 1.1977,                0.96589,                0.99476,                 0.9905,                 0.8244,                0.67848,                0.39889,                 1.1026,              0.0012328,              0.0012328,              0.0012328
                    312,                0.88273,                0.50202,                 1.1502,                0.98678,                0.99215,                0.99327,                0.82679,                0.67323,                0.38581,                  1.102,              0.0012303,              0.0012303,              0.0012303
                    313,                0.86821,                0.47193,                 1.1814,                0.98695,                0.98955,                0.99405,                0.82544,                  0.675,                0.38024,                 1.1097,              0.0012278,              0.0012278,              0.0012278
                    314,                0.84014,                0.46528,                 1.1365,                0.98444,                0.99362,                0.99335,                 0.8181,                0.68057,                0.37802,                 1.1041,              0.0012253,              0.0012253,              0.0012253
                    315,                0.84332,                0.49009,                 1.1485,                0.98184,                0.99102,                0.99214,                0.82363,                0.65424,                0.37644,                 1.0995,              0.0012228,              0.0012228,              0.0012228
                    316,                0.91426,                0.51478,                 1.1995,                0.97691,                0.99675,                0.99134,                0.80846,                0.69035,                0.39083,                  1.125,              0.0012204,              0.0012204,              0.0012204
                    317,                0.81789,                0.45843,                 1.1372,                0.97107,                      1,                0.99054,                 0.8191,                0.65563,                0.37905,                 1.0924,              0.0012179,              0.0012179,              0.0012179
                    318,                0.85648,                0.46561,                 1.1374,                 0.9867,                0.99738,                0.99123,                0.82145,                0.66218,                0.37692,                 1.0877,              0.0012154,              0.0012154,              0.0012154
                    319,                0.88226,                0.47394,                 1.1867,                0.98697,                0.99175,                0.99204,                0.81449,                0.65454,                 0.3838,                 1.0961,              0.0012129,              0.0012129,              0.0012129
                    320,                0.82795,                0.48087,                 1.1666,                0.98963,                0.99968,                 0.9946,                0.81754,                0.67308,                 0.3883,                 1.0979,              0.0012105,              0.0012105,              0.0012105
                    321,                0.83629,                0.46686,                 1.1557,                0.98822,                0.99476,                0.99402,                0.83067,                0.67534,                0.38768,                 1.0983,               0.001208,               0.001208,               0.001208
                    322,                0.82271,                0.47259,                 1.1241,                0.98445,                0.99424,                0.99287,                0.83065,                0.68479,                0.37766,                 1.0884,              0.0012055,              0.0012055,              0.0012055
                    323,                0.84144,                0.44911,                 1.1614,                0.98962,                0.99833,                0.99236,                0.82831,                0.66633,                0.37725,                 1.0975,               0.001203,               0.001203,               0.001203
