                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    658,                0.58714,                0.35203,                0.99916,                0.99948,                0.99738,                  0.995,                0.92349,                0.38774,                0.26327,                0.90525,             0.00037392,             0.00037392,             0.00037392
                    659,                0.61243,                0.34904,                0.99111,                      1,                0.99937,                  0.995,                0.92466,                0.38547,                0.26077,                0.90747,             0.00037145,             0.00037145,             0.00037145
                    660,                0.55424,                0.34345,                0.96769,                0.99699,                      1,                  0.995,                 0.9263,                0.37621,                0.25496,                0.90258,             0.00036898,             0.00036898,             0.00036898
                    661,                0.55615,                0.33917,                 1.0021,                0.99734,                      1,                  0.995,                0.92671,                0.38672,                0.25639,                0.90467,              0.0003665,              0.0003665,              0.0003665
                    662,                0.54881,                0.31791,                0.99111,                0.99697,                      1,                  0.995,                0.92348,                0.39911,                0.25968,                0.90973,             0.00036402,             0.00036402,             0.00036402
                    663,                0.58346,                0.34672,                0.99272,                0.99729,                      1,                  0.995,                0.92825,                0.38319,                 0.2557,                0.90446,             0.00036155,             0.00036155,             0.00036155
                    664,                0.57625,                0.35104,                 1.0067,                0.99696,                      1,                  0.995,                0.92857,                0.37753,                0.26011,                0.90227,             0.00035908,             0.00035908,             0.00035908
                    665,                0.57584,                0.34221,                 1.0045,                 0.9969,                      1,                  0.995,                0.92482,                0.38892,                0.26428,                0.90438,              0.0003566,              0.0003566,              0.0003566
                    666,                  0.563,                0.33371,                 1.0059,                0.99705,                      1,                  0.995,                0.93143,                0.37264,                0.25456,                0.90358,             0.00035412,             0.00035412,             0.00035412
                    667,                0.59728,                0.35309,                 1.0113,                 0.9971,                      1,                  0.995,                0.92858,                 0.3715,                 0.2505,                0.90633,             0.00035165,             0.00035165,             0.00035165
                    668,                0.58001,                0.34408,                0.99991,                0.99714,                      1,                0.99497,                0.93191,                0.36746,                0.25074,                0.90457,             0.00034918,             0.00034918,             0.00034918
                    669,                0.56863,                0.34342,                 0.9998,                0.99704,                      1,                0.99497,                0.93702,                0.36484,                0.25043,                0.90245,              0.0003467,              0.0003467,              0.0003467
                    670,                0.56354,                 0.3359,                0.98155,                0.99703,                      1,                0.99495,                0.93749,                0.36629,                0.25473,                0.90111,             0.00034422,             0.00034422,             0.00034422
                    671,                 0.5619,                0.35719,                0.99781,                 0.9971,                      1,                0.99497,                0.93004,                0.36361,                0.25241,                0.90143,             0.00034175,             0.00034175,             0.00034175
                    672,                0.53847,                0.33746,                0.99831,                0.99716,                      1,                  0.995,                0.93026,                0.36621,                0.25275,                 0.9025,             0.00033928,             0.00033928,             0.00033928
                    673,                0.56642,                0.32669,                0.98446,                0.99717,                      1,                  0.995,                0.92766,                0.37171,                 0.2535,                0.90674,              0.0003368,              0.0003368,              0.0003368
                    674,                 0.5514,                0.32979,                0.95374,                0.99713,                      1,                  0.995,                0.93083,                 0.3669,                0.25099,                0.90134,             0.00033432,             0.00033432,             0.00033432
                    675,                0.55686,                0.33224,                  0.999,                0.99712,                      1,                  0.995,                0.93437,                0.36181,                0.25053,                0.89961,             0.00033185,             0.00033185,             0.00033185
                    676,                0.56586,                0.33163,                0.99605,                0.99707,                      1,                  0.995,                0.93265,                0.37135,                0.25335,                0.90318,             0.00032938,             0.00032938,             0.00032938
                    677,                0.57206,                0.34136,                 1.0036,                0.99707,                      1,                  0.995,                0.93028,                0.37512,                0.25583,                0.90938,              0.0003269,              0.0003269,              0.0003269
                    678,                0.56208,                0.33542,                0.98283,                 0.9971,                      1,                  0.995,                0.92936,                0.37925,                0.25371,                0.90797,             0.00032443,             0.00032443,             0.00032443
                    679,                0.57357,                0.34772,                0.98587,                0.99711,                      1,                0.99497,                0.92869,                0.36644,                0.24729,                0.89977,             0.00032195,             0.00032195,             0.00032195
                    680,                 0.5608,                0.32946,                0.99251,                 0.9971,                      1,                0.99497,                0.93201,                0.36347,                0.24869,                0.89768,             0.00031947,             0.00031947,             0.00031947
                    681,                0.54713,                0.33204,                0.99324,                 0.9971,                      1,                0.99497,                0.92798,                0.35998,                0.24659,                0.89637,               0.000317,               0.000317,               0.000317
                    682,                 0.5604,                0.33482,                0.99915,                0.99708,                      1,                  0.995,                0.92819,                0.36142,                 0.2458,                 0.8962,             0.00031453,             0.00031453,             0.00031453
                    683,                0.55696,                0.32879,                 0.9956,                 0.9971,                      1,                0.99495,                0.93456,                  0.361,                0.24546,                0.89639,             0.00031205,             0.00031205,             0.00031205
                    684,                0.57844,                0.33772,                0.98584,                0.99715,                      1,                0.99497,                0.93052,                0.37534,                0.24849,                0.89765,             0.00030957,             0.00030957,             0.00030957
                    685,                0.56297,                 0.3398,                 1.0024,                0.99719,                      1,                  0.995,                0.93718,                0.36493,                0.24542,                0.89699,              0.0003071,              0.0003071,              0.0003071
                    686,                0.57211,                 0.3444,                 1.0014,                0.99722,                      1,                  0.995,                0.93687,                0.36704,                0.24483,                 0.8958,             0.00030463,             0.00030463,             0.00030463
                    687,                0.52213,                0.31099,                0.96563,                0.99721,                      1,                  0.995,                0.93942,                0.35427,                0.24053,                0.89267,             0.00030215,             0.00030215,             0.00030215
                    688,                0.54427,                0.33019,                0.97075,                0.99714,                      1,                  0.995,                  0.932,                0.37873,                0.24804,                0.90364,             0.00029967,             0.00029967,             0.00029967
                    689,                0.54903,                0.32999,                0.97248,                0.99707,                      1,                  0.995,                0.93509,                0.36442,                0.24695,                0.90209,              0.0002972,              0.0002972,              0.0002972
                    690,                0.56147,                0.34086,                0.98033,                0.99722,                      1,                  0.995,                 0.9374,                0.36035,                0.24309,                  0.899,             0.00029473,             0.00029473,             0.00029473
                    691,                0.53039,                0.31621,                0.95567,                0.99724,                      1,                  0.995,                0.93958,                 0.3619,                0.24529,                 0.8979,             0.00029225,             0.00029225,             0.00029225
                    692,                0.56532,                0.34209,                0.98339,                      1,                0.99984,                  0.995,                0.93598,                0.37165,                 0.2497,                 0.8967,             0.00028978,             0.00028978,             0.00028978
                    693,                0.55889,                0.32559,                0.99198,                0.99701,                      1,                  0.995,                0.93552,                0.35983,                0.24327,                0.89455,              0.0002873,              0.0002873,              0.0002873
                    694,                0.60525,                0.34049,                 1.0055,                0.99704,                      1,                  0.995,                 0.9279,                0.36342,                0.24614,                0.89513,             0.00028483,             0.00028483,             0.00028483
                    695,                0.51426,                 0.3194,                0.97464,                0.99732,                      1,                  0.995,                0.93553,                0.35323,                0.24682,                0.89454,             0.00028235,             0.00028235,             0.00028235
                    696,                0.55221,                0.32701,                0.99931,                0.99714,                      1,                  0.995,                0.93634,                0.36299,                0.24912,                0.90181,             0.00027988,             0.00027988,             0.00027988
                    697,                0.57645,                0.33783,                0.98417,                0.99715,                      1,                  0.995,                0.93477,                0.36216,                0.24967,                0.90155,              0.0002774,              0.0002774,              0.0002774
                    698,                0.55485,                0.34244,                0.96864,                0.99716,                      1,                  0.995,                0.93623,                 0.3503,                0.24583,                0.89497,             0.00027493,             0.00027493,             0.00027493
                    699,                0.51709,                0.31584,                0.95816,                0.99718,                      1,                  0.995,                0.93572,                0.35169,                0.24223,                0.89469,             0.00027245,             0.00027245,             0.00027245
                    700,                0.53589,                0.31967,                0.97759,                0.99713,                      1,                  0.995,                0.93084,                0.35949,                0.24754,                0.89861,             0.00026997,             0.00026997,             0.00026997
                    701,                 0.5456,                0.32976,                0.97437,                0.99712,                      1,                  0.995,                0.93285,                0.35716,                0.24767,                 0.8973,              0.0002675,              0.0002675,              0.0002675
                    702,                0.52247,                0.32688,                0.97091,                0.99713,                      1,                  0.995,                0.93257,                 0.3591,                0.24627,                0.89508,             0.00026503,             0.00026503,             0.00026503
                    703,                0.54621,                0.33159,                0.96558,                0.99715,                      1,                  0.995,                  0.935,                0.35902,                0.24628,                0.89578,             0.00026255,             0.00026255,             0.00026255
                    704,                0.54404,                0.32627,                0.97931,                0.99717,                      1,                  0.995,                0.93567,                0.35678,                0.24682,                0.89443,             0.00026007,             0.00026007,             0.00026007
                    705,                0.52408,                0.31776,                0.96962,                0.99718,                      1,                  0.995,                 0.9373,                0.35365,                0.24698,                0.89475,              0.0002576,              0.0002576,              0.0002576
                    706,                0.56109,                0.32633,                0.98566,                0.99713,                      1,                  0.995,                0.93586,                0.35117,                0.24591,                 0.8913,             0.00025513,             0.00025513,             0.00025513
                    707,                0.53507,                0.32336,                0.97481,                0.99701,                      1,                0.99495,                0.94027,                0.34829,                 0.2437,                0.88952,             0.00025265,             0.00025265,             0.00025265
                    708,                0.54869,                 0.3266,                0.98727,                 0.9969,                      1,                0.99479,                0.94026,                0.35668,                0.24597,                0.89158,             0.00025017,             0.00025017,             0.00025017
                    709,                0.53566,                 0.3244,                 0.9833,                0.99691,                      1,                0.99471,                0.94017,                0.35507,                0.24467,                0.89458,              0.0002477,              0.0002477,              0.0002477
                    710,                0.52507,                0.30679,                0.98192,                0.99698,                      1,                0.99484,                0.93876,                0.35222,                0.24658,                0.89349,             0.00024523,             0.00024523,             0.00024523
                    711,                0.52957,                0.31147,                0.96739,                0.99702,                      1,                0.99497,                0.93943,                0.34654,                0.24495,                0.88862,             0.00024275,             0.00024275,             0.00024275
                    712,                0.57101,                0.33345,                 1.0027,                0.99702,                      1,                  0.995,                0.93575,                0.35426,                0.24796,                 0.8911,             0.00024027,             0.00024027,             0.00024027
                    713,                0.55828,                0.33636,                0.98139,                0.99704,                      1,                  0.995,                0.93647,                0.35321,                0.24422,                0.88946,              0.0002378,              0.0002378,              0.0002378
                    714,                0.55586,                0.33241,                0.97313,                0.99703,                      1,                0.99497,                0.93596,                0.35774,                0.24337,                0.88938,             0.00023533,             0.00023533,             0.00023533
                    715,                 0.5697,                0.32274,                 1.0058,                0.99706,                      1,                0.99497,                0.94328,                0.35066,                0.24429,                0.88761,             0.00023285,             0.00023285,             0.00023285
                    716,                0.57546,                0.33326,                 1.0107,                0.99712,                      1,                0.99497,                0.94031,                0.34666,                0.24647,                0.88784,             0.00023037,             0.00023037,             0.00023037
                    717,                0.52138,                0.31609,                0.97053,                0.99715,                      1,                  0.995,                0.93787,                0.35137,                0.24647,                0.88863,              0.0002279,              0.0002279,              0.0002279
                    718,                0.52787,                0.31814,                0.99261,                0.99712,                      1,                  0.995,                0.93833,                 0.3537,                0.24572,                0.88946,             0.00022543,             0.00022543,             0.00022543
                    719,                 0.5438,                 0.3307,                 0.9643,                0.99714,                      1,                0.99495,                0.94141,                  0.352,                0.24697,                0.88908,             0.00022295,             0.00022295,             0.00022295
                    720,                0.55784,                0.33498,                0.96382,                0.99713,                      1,                0.99466,                0.93583,                0.36044,                0.24916,                0.89308,             0.00022047,             0.00022047,             0.00022047
                    721,                0.56503,                0.33196,                0.98295,                0.99713,                      1,                0.99463,                0.93556,                 0.3634,                0.25264,                0.89633,               0.000218,               0.000218,               0.000218
                    722,                0.55306,                0.33231,                0.97263,                0.99714,                      1,                0.99466,                0.93476,                0.36022,                0.25522,                 0.8954,             0.00021552,             0.00021552,             0.00021552
                    723,                0.53885,                0.32812,                0.97724,                0.99715,                      1,                0.99466,                0.93459,                0.36562,                 0.2528,                0.89637,             0.00021305,             0.00021305,             0.00021305
                    724,                0.53201,                 0.3257,                0.96491,                0.99715,                      1,                0.99466,                0.93689,                0.36251,                0.24819,                0.89386,             0.00021057,             0.00021057,             0.00021057
                    725,                0.53749,                0.32064,                0.96975,                0.99714,                      1,                0.99463,                0.93911,                0.35148,                0.24668,                0.89125,              0.0002081,              0.0002081,              0.0002081
                    726,                0.53535,                0.32947,                0.99322,                0.99716,                      1,                0.99477,                0.93909,                0.35321,                0.24705,                0.89191,             0.00020562,             0.00020562,             0.00020562
                    727,                0.52979,                0.33736,                 0.9888,                0.99718,                      1,                0.99482,                0.93787,                0.35673,                0.24573,                 0.8933,             0.00020315,             0.00020315,             0.00020315
                    728,                0.54315,                0.33045,                0.97925,                0.99719,                      1,                0.99487,                0.93632,                0.36037,                0.24457,                0.89439,             0.00020068,             0.00020068,             0.00020068
                    729,                0.54917,                 0.3252,                0.98205,                0.99716,                      1,                0.99482,                0.93539,                0.35796,                0.24399,                0.89374,              0.0001982,              0.0001982,              0.0001982
                    730,                0.57883,                0.32766,                 1.0032,                0.99716,                      1,                0.99474,                0.93684,                0.35328,                0.24165,                0.89222,             0.00019572,             0.00019572,             0.00019572
                    731,                0.55904,                 0.3304,                0.95557,                0.99717,                      1,                0.99477,                0.94065,                0.35294,                0.24235,                0.89169,             0.00019325,             0.00019325,             0.00019325
                    732,                0.55929,                0.32845,                0.99514,                0.99719,                      1,                0.99487,                0.94318,                0.34481,                0.24133,                0.88924,             0.00019078,             0.00019078,             0.00019078
                    733,                0.51289,                0.31547,                0.98645,                 0.9972,                      1,                 0.9949,                0.94193,                0.34783,                0.24108,                0.89042,              0.0001883,              0.0001883,              0.0001883
                    734,                0.55741,                0.33423,                 1.0324,                 0.9972,                      1,                0.99495,                 0.9414,                0.35183,                0.24204,                0.89081,             0.00018582,             0.00018582,             0.00018582
                    735,                0.54199,                0.33011,                0.98349,                0.99721,                      1,                0.99497,                0.94244,                0.35316,                0.24181,                0.89002,             0.00018335,             0.00018335,             0.00018335
                    736,                0.53642,                0.31167,                0.98533,                0.99717,                      1,                0.99497,                0.94481,                0.34687,                0.23849,                 0.8886,             0.00018088,             0.00018088,             0.00018088
                    737,                 0.5503,                0.33702,                0.98149,                0.99714,                      1,                  0.995,                0.94483,                0.34679,                0.23768,                0.89017,              0.0001784,              0.0001784,              0.0001784
                    738,                0.51157,                0.31695,                0.98572,                0.99714,                      1,                0.99497,                0.94294,                0.35188,                0.23888,                0.89125,             0.00017592,             0.00017592,             0.00017592
                    739,                0.52996,                0.32724,                0.97025,                0.99716,                      1,                  0.995,                 0.9394,                0.36271,                0.24268,                0.89224,             0.00017345,             0.00017345,             0.00017345
                    740,                0.55775,                 0.3204,                0.97803,                 0.9972,                      1,                  0.995,                0.94002,                0.34691,                0.24205,                0.88881,             0.00017098,             0.00017098,             0.00017098
                    741,                0.54342,                0.31762,                0.98238,                0.99722,                      1,                  0.995,                 0.9428,                0.34709,                0.24222,                0.88828,              0.0001685,              0.0001685,              0.0001685
                    742,                0.50607,                0.31827,                0.96175,                0.99721,                      1,                  0.995,                0.94453,                0.34311,                0.23777,                0.88933,             0.00016602,             0.00016602,             0.00016602
                    743,                0.50131,                0.30549,                0.97059,                0.99721,                      1,                  0.995,                0.94046,                0.34171,                 0.2376,                0.88907,             0.00016355,             0.00016355,             0.00016355
                    744,                0.51276,                0.30801,                0.97741,                0.99719,                      1,                  0.995,                0.94453,                0.33723,                0.23499,                0.88721,             0.00016108,             0.00016108,             0.00016108
                    745,                0.51952,                0.31401,                0.96361,                0.99721,                      1,                  0.995,                0.94399,                0.33716,                0.23517,                0.88687,              0.0001586,              0.0001586,              0.0001586
                    746,                0.50042,                0.31116,                0.95863,                0.99721,                      1,                  0.995,                0.94569,                0.33777,                0.23664,                0.88611,             0.00015612,             0.00015612,             0.00015612
                    747,                  0.514,                0.30953,                0.96861,                0.99721,                      1,                  0.995,                 0.9463,                0.33717,                0.23464,                0.88642,             0.00015365,             0.00015365,             0.00015365
                    748,                0.50975,                0.31576,                0.96174,                0.99721,                      1,                  0.995,                0.94581,                0.34024,                0.23579,                0.88513,             0.00015118,             0.00015118,             0.00015118
                    749,                0.51947,                0.31933,                0.97214,                0.99721,                      1,                  0.995,                0.94551,                0.33659,                0.23579,                0.88317,              0.0001487,              0.0001487,              0.0001487
                    750,                0.55909,                 0.3173,                0.97371,                 0.9972,                      1,                0.99497,                 0.9458,                0.33682,                0.23562,                0.88353,             0.00014622,             0.00014622,             0.00014622
                    751,                 0.5252,                0.30906,                0.95268,                 0.9972,                      1,                0.99497,                0.94708,                0.33585,                0.23673,                0.88426,             0.00014375,             0.00014375,             0.00014375
                    752,                0.50713,                0.31046,                0.94359,                0.99721,                      1,                0.99497,                0.94615,                0.33628,                0.23665,                0.88435,             0.00014128,             0.00014128,             0.00014128
                    753,                0.51937,                0.31458,                0.98315,                0.99721,                      1,                0.99497,                0.93997,                0.34116,                0.23743,                  0.885,              0.0001388,              0.0001388,              0.0001388
                    754,                0.52411,                0.32861,                0.97593,                0.99721,                      1,                0.99497,                0.93882,                0.34445,                0.23902,                0.88601,             0.00013632,             0.00013632,             0.00013632
                    755,                0.52723,                0.31681,                0.99319,                0.99721,                      1,                0.99497,                0.94202,                0.34603,                0.23832,                0.88679,             0.00013385,             0.00013385,             0.00013385
                    756,                0.52767,                0.31244,                0.96683,                0.99721,                      1,                  0.995,                0.94253,                0.34609,                0.23746,                0.88715,             0.00013138,             0.00013138,             0.00013138
                    757,                0.52596,                 0.3174,                0.98181,                0.99721,                      1,                0.99497,                0.94277,                0.34161,                0.23648,                0.88517,              0.0001289,              0.0001289,              0.0001289
                    758,                0.50098,                0.31107,                0.97197,                 0.9972,                      1,                0.99497,                0.94479,                0.33624,                0.23607,                0.88457,             0.00012642,             0.00012642,             0.00012642
                    759,                0.51708,                 0.3193,                0.94668,                0.99721,                      1,                0.99497,                0.94652,                0.33369,                0.23472,                0.88488,             0.00012395,             0.00012395,             0.00012395
                    760,                0.51862,                 0.3238,                0.96206,                0.99722,                      1,                  0.995,                 0.9488,                0.33089,                0.23222,                0.88367,             0.00012148,             0.00012148,             0.00012148
                    761,                0.52976,                0.31835,                0.97658,                0.99722,                      1,                  0.995,                0.95177,                0.32946,                0.23191,                0.88282,               0.000119,               0.000119,               0.000119
                    762,                0.49292,                0.30931,                 0.9537,                0.99723,                      1,                  0.995,                0.95127,                0.33394,                 0.2328,                0.88478,             0.00011652,             0.00011652,             0.00011652
                    763,                0.52137,                0.31861,                0.99981,                0.99722,                      1,                  0.995,                0.94777,                0.33625,                0.23454,                0.88446,             0.00011405,             0.00011405,             0.00011405
                    764,                0.49877,                0.31562,                0.95996,                0.99721,                      1,                  0.995,                0.94787,                0.33755,                0.23539,                 0.8838,             0.00011158,             0.00011158,             0.00011158
                    765,                0.52033,                  0.319,                0.97603,                 0.9972,                      1,                  0.995,                0.94616,                0.33805,                0.23527,                0.88413,              0.0001091,              0.0001091,              0.0001091
                    766,                0.49772,                0.31861,                0.96094,                0.99717,                      1,                  0.995,                0.94606,                0.33582,                 0.2333,                 0.8838,             0.00010662,             0.00010662,             0.00010662
                    767,                0.52294,                0.31662,                0.97714,                0.99715,                      1,                  0.995,                0.94681,                 0.3364,                0.23256,                0.88432,             0.00010415,             0.00010415,             0.00010415
                    768,                0.51861,                0.31467,                0.98162,                0.99714,                      1,                  0.995,                0.94633,                 0.3343,                0.23187,                0.88319,             0.00010168,             0.00010168,             0.00010168
                    769,                 0.5005,                0.30783,                  0.952,                0.99715,                      1,                  0.995,                0.94383,                0.33899,                0.23416,                 0.8833,               9.92e-05,               9.92e-05,               9.92e-05
                    770,                0.51106,                0.31698,                0.97781,                0.99717,                      1,                  0.995,                 0.9457,                0.33776,                0.23348,                0.88207,             9.6725e-05,             9.6725e-05,             9.6725e-05
                    771,                0.50714,                0.30766,                0.97444,                0.99718,                      1,                  0.995,                0.95023,                 0.3332,                0.23155,                0.88172,              9.425e-05,              9.425e-05,              9.425e-05
                    772,                0.52169,                0.31169,                0.96812,                0.99719,                      1,                  0.995,                0.95017,                0.33319,                 0.2315,                0.88361,             9.1775e-05,             9.1775e-05,             9.1775e-05
                    773,                0.52188,                0.31506,                0.98009,                0.99719,                      1,                  0.995,                0.94931,                0.33136,                0.23307,                0.88424,               8.93e-05,               8.93e-05,               8.93e-05
                    774,                0.51053,                0.31251,                0.98339,                0.99719,                      1,                  0.995,                0.94795,                0.33185,                0.23276,                0.88285,             8.6825e-05,             8.6825e-05,             8.6825e-05
                    775,                0.54582,                0.32058,                0.99203,                0.99718,                      1,                  0.995,                0.94764,                0.32942,                0.23027,                0.88129,              8.435e-05,              8.435e-05,              8.435e-05
                    776,                0.48911,                0.30028,                0.94571,                0.99718,                      1,                  0.995,                0.94943,                0.32917,                0.23007,                0.88007,             8.1875e-05,             8.1875e-05,             8.1875e-05
                    777,                0.47977,                0.29437,                0.96293,                0.99717,                      1,                  0.995,                0.95069,                 0.3269,                0.23093,                0.88057,               7.94e-05,               7.94e-05,               7.94e-05
                    778,                0.52749,                0.32101,                0.96913,                0.99717,                      1,                  0.995,                 0.9488,                0.32829,                0.23139,                0.88262,             7.6925e-05,             7.6925e-05,             7.6925e-05
                    779,                0.49669,                0.29278,                0.96189,                0.99717,                      1,                  0.995,                0.94976,                0.32884,                0.23127,                0.88353,              7.445e-05,              7.445e-05,              7.445e-05
                    780,                0.53135,                0.31321,                0.96515,                0.99718,                      1,                  0.995,                0.95319,                 0.3263,                0.23026,                0.88186,             7.1975e-05,             7.1975e-05,             7.1975e-05
                    781,                0.51678,                0.31365,                0.96493,                0.99719,                      1,                0.99497,                0.95161,                 0.3257,                0.23047,                0.88085,               6.95e-05,               6.95e-05,               6.95e-05
                    782,                0.53889,                0.31534,                0.97901,                0.99719,                      1,                0.99497,                0.95146,                0.32453,                0.23044,                0.88005,             6.7025e-05,             6.7025e-05,             6.7025e-05
                    783,                0.53681,                0.31687,                0.96735,                 0.9972,                      1,                  0.995,                0.95155,                0.32442,                0.23073,                0.87957,              6.455e-05,              6.455e-05,              6.455e-05
                    784,                0.52266,                0.30435,                0.96197,                 0.9972,                      1,                0.99497,                0.95344,                0.32433,                0.23102,                 0.8799,             6.2075e-05,             6.2075e-05,             6.2075e-05
                    785,                0.54404,                0.33063,                0.99175,                0.99721,                      1,                  0.995,                0.95067,                0.32427,                0.23066,                0.87957,               5.96e-05,               5.96e-05,               5.96e-05
                    786,                0.49527,                0.30557,                0.98579,                0.99721,                      1,                  0.995,                0.95184,                0.32465,                0.23034,                0.88025,             5.7125e-05,             5.7125e-05,             5.7125e-05
                    787,                0.50795,                0.31448,                 0.9545,                0.99721,                      1,                0.99497,                0.95164,                 0.3253,                0.22987,                0.88001,              5.465e-05,              5.465e-05,              5.465e-05
                    788,                0.52063,                0.30779,                 0.9741,                0.99721,                      1,                0.99497,                0.95448,                0.32486,                0.22996,                0.87937,             5.2175e-05,             5.2175e-05,             5.2175e-05
                    789,                0.52572,                0.31196,                 0.9533,                 0.9972,                      1,                  0.995,                 0.9563,                0.32316,                 0.2292,                 0.8786,               4.97e-05,               4.97e-05,               4.97e-05
                    790,                0.49079,                0.30823,                0.96277,                 0.9972,                      1,                  0.995,                0.95574,                0.32263,                0.22907,                0.87768,             4.7225e-05,             4.7225e-05,             4.7225e-05
                    791,                0.47458,                0.29038,                 0.9432,                0.99719,                      1,                  0.995,                  0.953,                0.32549,                 0.2299,                 0.8775,              4.475e-05,              4.475e-05,              4.475e-05
